#EXTM3U
英国BBC,#genre#
The Design Network (1080p),https://amg00441-amg00441c1-rakuten-us-6050.playouts.now.amagi.tv/playlist.m3u8
Tiny House Nation (720p),https://7e5c93fc.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/UmFrdXRlblRWLWdiX1RpbnlIb3VzZU5hdGlvbl9ITFM/playlist.m3u8
Tiny Pop (1080p),https://amg01753-narrativeuk-amg01753c1-rakuten-uk-2339.playouts.now.amagi.tv/playlist.m3u8
True Lives (1080p),https://amg00654-itv-amg00654c7-rakuten-uk-1282.playouts.now.amagi.tv/playlist/amg00654-itvstudiosfast-truelives-rakutenuk/playlist.m3u8
Vevo Hip-Hop & R&B (1080p),https://amg00056-amg00056c26-rakuten-uk-3236.playouts.now.amagi.tv/playlist.m3u8
Waterbear (1080p),https://waterbear-waterbear-rakuten.amagi.tv/playlist.m3u8
Wicked Tuna (1080p),https://amg00353-amg00353c25-rakuten-us-4896.playouts.now.amagi.tv/playlist.m3u8
World War TV (1080p),https://aenetworks-worldwartv-rakuten.amagi.tv/playlist.m3u8


英国SAMSUNG,#genre#
8 Out Of 10 Cats (1080p),https://d1l7vcuh4hn9ei.cloudfront.net/8OutOf10Cats_GB.m3u8
60 Days in Jail (720p),https://39328386.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/U2Ftc3VuZy1nYl82MERheXNJbklOVExfSExT/playlist.m3u8
&TV International (1080p),https://3f56f997.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/U2Ftc3VuZy1nYl9BbmRUVl9ITFM/playlist.m3u8
A New Life In The Sun (1080p),https://d36zu8tswi4fqu.cloudfront.net/playlist.m3u8
Adventure Earth (720p),https://autentic-adventure-earth-1-gb.samsung.wurl.tv/playlist.m3u8
Al Jazeera (1080p),https://amg00222-amg00222c4-amgplt0002.playout.now3.amagi.tv/aljazeera-noscte/playlist.m3u8
AMC Cupid (1080p),https://a9c2affc.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/U2Ftc3VuZy1nYl9BTUNDdXBpZF9ITFM/playlist.m3u8
AMC Reality (1080p),https://c9672376.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/U2Ftc3VuZy1nYl9BTUNSZWFsaXR5X0hMUw/playlist.m3u8
America's Got Talent (1080p),https://d2mexh8isep4mf.cloudfront.net/AmericasGotTalent_GB.m3u8
American Idol (1080p),https://d2yn8dyffvmgy.cloudfront.net/AmericanIdol_GB.m3u8
Antiques Road Trip (1080p),https://d3v8uchko88gmi.cloudfront.net/PBSART_GB.m3u8
Are We There Yet? (1080p),https://amg00353-lionsgatestudio-arewethereyet-samsunguk-6h2ju.amagi.tv/playlist/amg00353-lionsgatestudio-arewethereyet-samsunguk/playlist.m3u8
Artist of the Year (1080p) [Geo-blocked],https://d3cm8xyrjwa22p.cloudfront.net/30504/88896035/hls/master.m3u8?ads.xumo_channelId=88896035
Autentic History (720p),https://autentic-autentichistory-1-gb.samsung.wurl.tv/playlist.m3u8
Autentic Travel (720p),https://autentic-autentictravel-1-gb.samsung.wurl.tv/playlist.m3u8
Ax Men (720p),https://bcadcc64.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/U2Ftc3VuZy1nYl9BeE1lbl9ITFM/playlist.m3u8
Bloodline Detectives (1080p),https://4399c7ad.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/U2Ftc3VuZy1nYl9NZWRpY2FsRGV0ZWN0aXZlc19ITFM/playlist.m3u8
Bloomberg TV+ (2160p),https://d8975dc3.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/U2Ftc3VuZy1nYl9CbG9vbWJlcmdUVlBsdXNfSExT/playlist.m3u8
Born to Kill (1080p),https://amg00654-itv-amg00654c7-samsung-gb-1168.playouts.now.amagi.tv/playlist/amg00654-itvstudiosfast-truelives-samsunggb/playlist.m3u8
British Screen Classics (1080p),https://amg00654-itv-amg00654c25-samsung-gb-4838.playouts.now.amagi.tv/playlist.m3u8
Cash in the Attic (720p),https://fifth-season-cashintheattic-1-gb.samsung.wurl.tv/playlist.m3u8
Chaos on Cam (1080p),https://amg26277-amg26277c7-samsung-gb-11285.playouts.now.amagi.tv/playlist.m3u8
CNBC (1080p),https://amg01079-nbcuuk-amg01079c2-samsung-gb-1258.playouts.now.amagi.tv/playlist.m3u8
Come Dine With Me (1080p) [Geo-blocked],https://amg00654-itvstudios-comedinewithmeu-samsunguk-m0euw.amagi.tv/playlist/amg00654-itvstudios-comedinewithmeu-samsunguk/playlist.m3u8
Conan O'Brien TV (1080p),https://d1nu0yp2dagil0.cloudfront.net/Conan_OBrien_TV.m3u8
Cool Summer Channel (720p),https://d2hzqddebd4oer.cloudfront.net/csts.m3u8
Cops & Docs (720p),https://d1si3n1st4nkgb.cloudfront.net/10502/88896053/hls/master.m3u8?ads.xumo_channelId=88896053
Crime & Justice (1080p),https://d1vsdt3c2xcxl2.cloudfront.net/playlist.m3u8
Curiosity Now (1080p),https://amg00170-amg00170c4-samsung-gb-4232.playouts.now.amagi.tv/playlist.m3u8
Dateline 24/7 (1080p),https://d1si3n1st4nkgb.cloudfront.net/10502/88896029/hls/master.m3u8?ads.xumo_channelId=88896029
Deadly Women (1080p),https://d1mgh147xpmgs8.cloudfront.net/DeadlyWomen_GB.m3u8
Deal Masters (1080p),https://amg00841-amg00841c10-samsung-gb-3033.playouts.now.amagi.tv/playlist/amg00841-aeemeafast-dealmasterssamsung-samsunggb/playlist.m3u8
Deal or No Deal US (1080p),https://amg00627-amg00627c21-samsung-gb-3869.playouts.now.amagi.tv/playlist.m3u8
Demand Drama (1080p),https://amg01487-amg01487c3-amgplt0002.playout.now3.amagi.tv/playlist/amg01487-amg01487c3-amgplt0002/playlist.m3u8
Dennis and Gnasher (1080p),https://d1upcw8nab85tc.cloudfront.net/dngn.m3u8
DFB Play TV (720p) [Geo-blocked],https://pb-95uwccjrn7kxl.akamaized.net/dfbtv.m3u8
DiscoverFilm (720p),https://discoverfilm-discoverfilm-1-gb.samsung.wurl.tv/playlist.m3u8
Dog The Bounty Hunter (1080p),https://amg00276-amg00276c11-samsung-gb-3484.playouts.now.amagi.tv/playlist.m3u8
Don't Tell The Bride (1080p) [Geo-blocked],https://lds-donttellbride-samsunguk.amagi.tv/playlist.m3u8
Duck Dynasty (1080p),https://amg00276-amg00276c2-samsung-gb-3485.playouts.now.amagi.tv/playlist.m3u8
Dude Perfect (1080p) [Geo-blocked],https://amg07653-apmc-amg07653c4-samsung-gb-9942.playouts.now.amagi.tv/ts-eu-w1-n2/playlist/amg07653-aparentmediacoinc-dudeperfectchannel-samsunggb/playlist.m3u8
Earth Touch (1080p),https://amg01823-earthtouch-amg01823c1-samsung-gb-862.playouts.now.amagi.tv/playlist/amg01823-earthtouch-earthtouch-samsunggb/playlist.m3u8
Emergency 24/7 (1080p) [Geo-blocked],https://d3cm8xyrjwa22p.cloudfront.net/30504/88896036/hls/master.m3u8?ads.xumo_channelId=88896036
Evidence of Evil (1080p),https://9e7adb64.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/U2Ftc3VuZy1nYl9FdmlkZW5jZW9mRXZpbF9ITFM/playlist.m3u8
Evolution Earth (1080p),https://amg00276-amg00276c15-samsung-gb-3790.playouts.now.amagi.tv/playlist.m3u8
FailArmy (720p),https://failarmy-international-gb.samsung.wurl.tv/playlist.m3u8
Family Feud (1080p),https://amg00145-amg00145c23-samsung-gb-7654.playouts.now.amagi.tv/playlist.m3u8
FIFA+ (720p),https://ba3e2e93.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/U2Ftc3VuZy1nYl9GSUZBUGx1c0VuZ2xpc2hfSExT/playlist.m3u8
Fireplace Vibes (2160p),https://d21izs34d0y5tl.cloudfront.net/Fireplace_4K_SONO20.m3u8
Flipping Nation (720p),https://d3795432.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/U2Ftc3VuZy1nYl9GbGlwcGluZ05hdGlvbl9ITFM/playlist.m3u8
France 24 English (1080p),https://amg00106-france24-france24-samsunguk-qvpp8.amagi.tv/playlist/amg00106-france24-france24-samsunguk/playlist.m3u8
GB News (1080p),https://amg01076-lightningintern-gbnews-samsunguk-0lu52.amagi.tv/playlist.m3u8
Get.Factual (720p),https://d1nhni5l2n8hjt.cloudfront.net/gf.m3u8
GFN Football (1080p),https://e562e489.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/U2Ftc3VuZy1nYl9HRk5Tb2NjZXJfSExT/manifest.m3u8
Ghost Hunters (1080p) [Geo-blocked],https://amg00353-amg00353c30-samsung-gb-8552.playouts.now.amagi.tv/playlist/amg00353-lionsgatetvfast-ghosthunterfetch-samsunggb/playlist.m3u8
GoUSA TV (720p),https://brandusa-gousa-1-gb.samsung.wurl.tv/playlist.m3u8
Great British Menu (720p),https://all3media-great-british-menu-1-gb.samsung.wurl.tv/playlist.m3u8
Great! Movies (1080p),https://amg01753-narrativeentert-greatmovies-samsunguk-7z6eh.amagi.tv/playlist/amg01753-narrativeentert-greatmovies-samsunguk/playlist.m3u8
Great! Romance (1080p),https://amg01753-narrativeentert-greatchristmas-samsunguk-8atls.amagi.tv/playlist/amg01753-narrativeentert-greatchristmas-samsunguk/playlist.m3u8
Grjngo Western Movies (720p),https://amogonetworx-grjngo-3-gb.samsung.wurl.tv/playlist.m3u8
H2O & Friends (1080p),https://dprx6ugrwz23t.cloudfront.net/H2O_Friends_GB.m3u8
Hell's Kitchen (1080p) [Geo-blocked],https://amg00654-itvstudios-hellskitchen-samsunguk-c8rgt.amagi.tv/playlist/amg00654-itvstudios-hellskitchen-samsunguk/playlist.m3u8
Highway Thru Hell (1080p),https://duplpbng64yvf.cloudfront.net/HighwayThruHell.m3u8
History Hit (720p),https://timeline-samsung-uk.amagi.tv/playlist.m3u8
History Hunters (1080p),https://amg00841-amg00841c9-samsung-gb-3032.playouts.now.amagi.tv/playlist/amg00841-aeemeafast-historyhunterssamsung-samsunggb/playlist.m3u8
Hoarders (720p),https://eada4a55.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/U2Ftc3VuZy1nYl9Ib2FyZGVyc19ITFM/playlist.m3u8
Homes Under the Hammer (720p),https://all3media-homes-under-the-hammer-1-gb.samsung.wurl.tv/playlist.m3u8
Horse and Country (720p),https://hncfree-samsung-uk.amagi.tv/playlist.m3u8
Hot Ones (720p),https://d1si3n1st4nkgb.cloudfront.net/10502/88896039/hls/master.m3u8?ads.xumo_channelId=88896039
I Survived (720p),https://a86a4e47.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/U2Ftc3VuZy1nYl9JU3Vydml2ZWRfSExT/playlist.m3u8
Ice Road Truckers (720p),https://7aac8d7e.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/U2Ftc3VuZy1nYl9JY2VSb2FkVHJ1Y2tlcnNfSExT/playlist.m3u8
Icon Film Channel (720p),https://iconfilmsdistribution-iconfilmchannelclassics-1-gb.samsung.wurl.tv/playlist.m3u8
Inside Crime (1080p),https://amg00841-aenetworksukane-insidecrime-samsunguk-o968i.amagi.tv/playlist/amg00841-aenetworksukane-insidecrime-samsunguk/playlist.m3u8
Inside Outside (720p),https://all3media-international-insideoutside-2-gb.samsung.wurl.tv/playlist.m3u8
INTER 24/7 (1080p),https://amg27604-amg27604c1-amgplt0002.playout.now3.amagi.tv/playlist/amg27604-amg27604c1-amgplt0002/playlist.m3u8
Intervention (1080p),https://amg00276-amg00276c17-samsung-gb-3791.playouts.now.amagi.tv/playlist.m3u8
INTRAVEL (1080p),https://amg00861-terncloud-amg00861c10-samsung-gb-2298.playouts.now.amagi.tv/playlist/amg00861-terninternationalfast-intravelsamsunguk-samsunggb/playlist.m3u8
INWILD (1080p),https://amg00861-terninternation-inwild-samsunguk-w5wic.amagi.tv/playlist/amg00861-terninternation-inwild-samsunguk/playlist.m3u8
Jack Hanna (1080p),https://amg00111-hearstmediafast-amg00111c1-samsung-gb-2186.playouts.now.amagi.tv/playlist/amg00111-hearstmediafast-jackhanna-samsunggb/playlist.m3u8
K Content by CJ ENM (1080p),https://d2q0mzb9bm4w5z.cloudfront.net/68fee8e1_605a_437b_b968_244c3c0d5f24/hls/playlist.m3u8
Ketchup TV (720p),https://d24p9tv2w5yorn.cloudfront.net/vod.m3u8
LADbible (720p),https://5d436b93.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/U2Ftc3VuZy1nYl9MQURiaWJsZVRWX0hMUw/playlist.m3u8
Lifetime Movies (1080p),https://amg00276-amg00276c21-samsung-gb-5270.playouts.now.amagi.tv/playlist.m3u8
Live PD Presents (1080p),https://amg26277-amg26277c11-samsung-gb-11286.playouts.now.amagi.tv/playlist.m3u8
Location Location Location (1080p),https://d30q6vjmdwhh1y.cloudfront.net/LocationLocationLocation_GB.m3u8
LooLoo Kids (1080p),https://amg02757-amg02757c5-samsung-gb-5765.playouts.now.amagi.tv/playlist/amg02757-loolookids-llkenfast-samsunggb/playlist.m3u8
Love After Lockup (1080p),https://faedb543.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/U2Ftc3VuZy1nYl9Mb3ZlQWZ0ZXJMb2NrdXBfSExT/playlist.m3u8
Love Pets (1080p),https://amg01576-blueskyeenterta-lovepetsemea-samsunguk-32fso.amagi.tv/playlist/amg01576-blueskyeenterta-lovepetsemea-samsunguk/playlist.m3u8
Love the Planet (1080p),https://amg01821-lovetvchannels-lovetheplanetuksamsung-samsunguk-apopw.amagi.tv/playlist/amg01821-lovetvchannels-lovetheplanetuksamsung-samsunguk/playlist.m3u8
Masha & the Bear (1080p) [Geo-blocked],https://amg01954-amg01954c2-samsung-gb-10391.playouts.now.amagi.tv/ts-eu-w1-n2/playlist/amg01954-animaccordltd-mashaandthebeareng-samsunggb/playlist.m3u8
Masterchef UK (1080p),https://d1nn4ic5ci0eid.cloudfront.net/MasterchefUKPoweredbyBanijay_GB.m3u8
Mayday Air Disaster (1080p),https://d1vx4007e1im6x.cloudfront.net/playlist.m3u8
Medical Detectives (720p),https://d1si3n1st4nkgb.cloudfront.net/10502/88896051/hls/master.m3u8?ads.xumo_channelId=88896051
Modern Marvels (720p),https://e5fd8762.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/U2Ftc3VuZy1nYl9Nb2Rlcm5NYXJ2ZWxzX0hMUw/playlist.m3u8
Most Haunted (1080p),https://amg00426-lds-amg00426c17-samsung-gb-10157.playouts.now.amagi.tv/playlist.m3u8
MovieSphere UK (1080p),https://moviesphereuk-samsunguk.amagi.tv/playlist.m3u8
Mr Bean Animated (1080p),https://amg00627-amg00627c23-samsung-gb-3927.playouts.now.amagi.tv/playlist.m3u8
Mr Bean Live Action (1080p),https://amg00627-amg00627c39-samsung-gb-5569.playouts.now.amagi.tv/playlist.m3u8
Mystery TV (1080p),https://amg00841-aenetworksukane-mysterytv-samsunguk-mggb7.amagi.tv/playlist/amg00841-aenetworksukane-mysterytv-samsunguk/playlist.m3u8
Mythbusters (1080p),https://d1cgf0ptrv4t22.cloudfront.net/Mythbusters_GB.m3u8
MyTime Movie Network (720p) [Geo-blocked],https://appletree-mytimeuk-samsung.amagi.tv/playlist.m3u8
NatureTime (1080p),https://amg01515-amg01515c43-samsung-gb-9038.playouts.now.amagi.tv/playlist.m3u8
NBC News NOW (1080p),https://d1si3n1st4nkgb.cloudfront.net/10502/88896001/hls/master.m3u8?ads.xumo_channelId=88896001
NEW KMOVIES (1080p),https://ads.its-newid.net/api/manifest.m3u8?ads.service_id=GB1700007PK&channel_id=newid_343&tp=samsung_tvplus
NEW KPOP (1080p),https://ads.its-newid.net/api/manifest.m3u8?ads.service_id=GB17000088V&channel_id=newid_086&tp=samsung_tvplus
Ninja Warrior (1080p),https://amg00654-itv-amg00654c27-samsung-gb-5494.playouts.now.amagi.tv/playlist.m3u8
Nolly Africa HD (1080p),https://amg02784-amg02784c2-amgplt0002.playout.now3.amagi.tv/ts-eu-w1-n2/playlist/amg02784-amg02784c2-amgplt0002/playlist.m3u8
Now 70s (720p),https://amg01076-amg01076c1-samsung-gb-6682.playouts.now.amagi.tv/playlist.m3u8
Now 80s (1080p),https://samsunguk-lightning-now80s-samsunguk-n908q.amagi.tv/playlist/samsunguk-lightning-now80s-samsunguk/playlist.m3u8
Now 90s & 00s (1080p),https://amg01076-amg01076c19-samsung-gb-6683.playouts.now.amagi.tv/playlist.m3u8
PGA Tour (1080p),https://d11k1mnrgfposz.cloudfront.net/playlist.m3u8
PICK Monkey Rescue (1080p) [Geo-blocked],https://d3cm8xyrjwa22p.cloudfront.net/30504/88896037/hls/master.m3u8?ads.xumo_channelId=88896037
Pocoyo (1080p),https://d16ecq77cfclte.cloudfront.net/Pocoyo_GB.m3u8
Pointless UK (1080p),https://dvqpty1sb3rry.cloudfront.net/PointlessUKPoweredbyBanijay_GB.m3u8
Pokémon (1080p),https://docpe51mdltl5.cloudfront.net/Pokemon_GB.m3u8
Pop (1080p),https://amg01753-narrativeentert-popkids-samsunguk-yjjil.amagi.tv/playlist/amg01753-narrativeentert-popkids-samsunguk/playlist.m3u8
Pop Up (1080p) [Geo-blocked],https://amg01753-amg01753c9-samsung-gb-8005.playouts.now.amagi.tv/ts-eu-w1-n2/playlist/amg01753-narrativeuk-popup-samsunggb/playlist.m3u8
Popflix (720p),https://signatureentertainment-popflix-1-gb.samsung.wurl.tv/playlist.m3u8
Project Runway (1080p),https://d2zkt0rpioct1v.cloudfront.net/ProjectRunway_GB.m3u8
Qwest TV Jazz & Beyond (720p) [Geo-blocked],https://cdn-ue1-prod.tsv2.amagi.tv/linear/qwestAAAA-qwestjazz-uk-samsungtv/playlist.m3u8
Rabbids Invasion (1080p),https://dikkyk1ckkhzq.cloudfront.net/RabiddsInvasion_GB.m3u8
Rally.TV FAST+ (1080p),https://di4fb7mbsq3nf.cloudfront.net/playlist.m3u8
Real Crime (1080p) [Geo-blocked],https://lds-realcrime-samsunguk.amagi.tv/playlist.m3u8
Real Wild (1080p) [Geo-blocked],https://lds-realwild-samsunguk.amagi.tv/playlist.m3u8
Red Bull TV (1080p),https://d1hlbgn3fph0cz.cloudfront.net/playlist.m3u8
Reuters TV (1080p) [Geo-blocked],https://d5bxknkoxytmb.cloudfront.net/playlist/amg00453-reuters-reuters-samsunggb/playlist.m3u8
Reuters TV (1080p),https://amg00453-reuters-amg00453c1-samsung-gb-2113.playouts.now.amagi.tv/playlist/amg00453-reuters-reuters-samsunggb/playlist.m3u8
River Monsters (1080p),https://amg00654-itv-amg00654c24-samsung-gb-8890.playouts.now.amagi.tv/playlist.m3u8
Robot Wars by Mech+ (720p),https://mechtvltd-mechplus-1-gb.samsung.wurl.tv/playlist.m3u8
Rookie Blue (1080p) [Geo-blocked],https://amg00353-amg00353c56-samsung-gb-8654.playouts.now.amagi.tv/playlist/amg00353-lionsgatetvfast-rookieblueenglishvtt-samsunggb/playlist.m3u8
RugbyPass TV (720p),https://97bf7b92.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/U2Ftc3VuZy1nYl9SdWdieVBhc3NUVl9ITFM/playlist.m3u8
Smurf TV (720p),https://d144py1prrd7ns.cloudfront.net/smrfe.m3u8
So… Real (720p),https://all3media-soreal-1-gb.samsung.wurl.tv/playlist.m3u8
Sonic The Hedgehog (720p),https://d2f1o3sb3u36tf.cloudfront.net/master.m3u8
Space Live (1080p),https://d111bsx9oooqoh.cloudfront.net/playlist.m3u8
Sparkle Movies (720p),https://candlelightmedia-sparklemovies-1-gb.samsung.wurl.tv/playlist.m3u8
Strawberry Shortcake (720p),https://d10c3fwb9yju0h.cloudfront.net/master.m3u8
Strongman Champions League (720p),https://rightsboosterltd-scl-1-gb.samsung.wurl.tv/playlist.m3u8
Survivor (1080p),https://amg00627-banijaygroup-surviour-uk-samsunguk-uyz22.amagi.tv/playlist/amg00627-banijaygroup-survivor-samsunguk/playlist.m3u8
Teletubbies (720p),https://dv8lsrd8fecw9.cloudfront.net/master.m3u8
Tennis Channel (UK) (720p),https://tennischannel-int-samsunguk.amagi.tv/playlist.m3u8
Tennis+ (720p) [Geo-blocked],https://amg01935-amg01935c1-amgplt0002.playout.now3.amagi.tv/playlist/amg01935-amg01935c1-amgplt0002/playlist.m3u8
Terra Mater WILD (1080p) [Geo-blocked],https://amg01775-amg01775c1-amgplt0002.playout.now3.amagi.tv/playlist/amg01775-amg01775c1-amgplt0002/playlist.m3u8
The Diary Of A CEO (1080p),https://d27cdwalt3313h.cloudfront.net/TheDiaryofACEO_GB.m3u8
The Graham Norton Show (1080p),https://amg00654-itv-amg00654c14-samsung-gb-2308.playouts.now.amagi.tv/playlist.m3u8
The Hotel Inspector (1080p),https://amg00654-itv-amg00654c4-samsung-gb-8889.playouts.now.amagi.tv/playlist.m3u8
The Jamie Oliver Channel (1080p),https://d3i68hpvh19xjd.cloudfront.net/JamieOliver_GB.m3u8
The LEGO Channel (1080p),https://dltiqboxjw21d.cloudfront.net/index.m3u8
The Osbournes (1080p),https://d1w2am5ftcgjx5.cloudfront.net/TheOsbournes_GB.m3u8
The Pet Collective (720p),https://the-pet-collective-international-gb.samsung.wurl.tv/playlist.m3u8
The Wicked Tuna Channel (1080p),https://amg00353-lionsgatestudio-wickedtuna-samsunguk-ajti1.amagi.tv/playlist/amg00353-lionsgatestudio-wickedtuna-samsunguk/playlist.m3u8
Tiny House Nation (720p),https://adf47c43.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/U2Ftc3VuZy1nYl9UaW55SG91c2VOYXRpb25fSExT/playlist.m3u8
Tiny POP (1080p),https://amg01753-narrativeentert-tinypop-samsunguk-hvvb7.amagi.tv/playlist/amg01753-narrativeentert-tinypop-samsunguk/playlist.m3u8
Tipping Point (1080p),https://d3qecywadovut1.cloudfront.net/TippingPointPoweredbyBanijay_GB.m3u8
Top Barça (1080p),https://amg17560-fcb-amg17560c1-samsung-gb-9839.playouts.now.amagi.tv/playlist.m3u8
Trace UK (1080p),https://d2l4tng0wskzvn.cloudfront.net/Trace_GB.m3u8
Trace Urban (1080p),https://amg01131-tracetv-traceurbanuk-samsunguk-6r213.amagi.tv/playlist/amg01131-tracetv-traceurbanuk-samsunguk/playlist.m3u8
True Crime UK (1080p),https://b6cca454.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/U2Ftc3VuZy1nYl9UcnVlQ3JpbWVVS2Zyb21DQlNSZWFsaXR5X0hMUw/playlist.m3u8
U&Laughs (1080p) [Geo-blocked],https://amg00886-uktvmedialimite-uktvplaylaughs-samsunguk-ow1dn.amagi.tv/playlist/amg00886-uktvmedialimite-uktvplaylaughs-samsunguk/playlist.m3u8
U&Real Heroes (1080p) [Geo-blocked],https://amg00886-uktvmedialimite-uktvplayheroes-samsunguk-vy8op.amagi.tv/playlist/amg00886-uktvmedialimite-uktvplayheroes-samsunguk/playlist.m3u8
U&The Past (1080p) [Geo-blocked],https://amg00886-uktvmedialimite-uktvplayuncovered-samsunguk-pxi83.amagi.tv/playlist/amg00886-uktvmedialimite-uktvplayuncovered-samsunguk/playlist.m3u8
U&Transport (1080p) [Geo-blocked],https://amg00886-uktvmedialimite-uktvplayfullthrottle-samsunguk-36uja.amagi.tv/playlist/amg00886-uktvmedialimite-uktvplayfullthrottle-samsunguk/playlist.m3u8
Untold Stories of the ER (720p),https://d1si3n1st4nkgb.cloudfront.net/10502/88896052/hls/master.m3u8?ads.xumo_channelId=88896052
Vevo '70s & '80s (1080p),https://d38e11bvtr8xdq.cloudfront.net/Vevo70sand80s_GB.m3u8
Vevo '90s & '00s (1080p),https://d1cj21il6keqa2.cloudfront.net/playlist.m3u8
Vevo Hip Hop & R&B (1080p),https://d7i20u8nlyf1b.cloudfront.net/VevoHipHopRB_GB.m3u8
Vevo Pop UK (1080p),https://d2n3779oy6efpi.cloudfront.net/playlist.m3u8
Video Game Heroes (1080p),https://amg01076-amg01076c16-samsung-gb-4793.playouts.now.amagi.tv/playlist/amg01076-lightning-kcvideogameseng-samsunggb/playlist.m3u8
WaterBear (1080p),https://amg01415-waterbearnetwor-waterbear-samsunguk-1h0y8.amagi.tv/playlist/amg01415-waterbearnetwor-waterbear-samsunguk/playlist.m3u8
wedo movies (1080p) [Geo-blocked],https://videosolu-w4freemovies-samsunguk-jpmp3.amagi.tv/playlist/videosolu-w4freemovies-samsunguk/playlist.m3u8
Wheels & Steel (1080p),https://amg01775-amg01775c2-amgplt0002.playout.now3.amagi.tv/ts-eu-w1-n2/playlist/amg01775-amg01775c2-amgplt0002/playlist.m3u8
Wild Planet (1080p),https://d1h8whhtg5u7om.cloudfront.net/WildPlanet_GB.m3u8
Wipeout Xtra (1080p),https://d36nnn435goed2.cloudfront.net/WipeoutXtraPoweredbyBanijay_GB.m3u8
Wonder (720p),https://wonder-samsung-uk.amagi.tv/playlist.m3u8
World Poker Tour (1080p),https://amg00477-samsungelectron-worldpokertour-samsunguk-81igb.amagi.tv/playlist/amg00477-samsungelectron-worldpokertour-samsunguk/playlist.m3u8
World War TV (1080p),https://amg00841-aenetworksukane-worldwartv-samsunguk-fiod1.amagi.tv/playlist/amg00841-aenetworksukane-worldwartv-samsunguk/playlist.m3u8
YAAAS! (720p) [Geo-blocked],https://d3knqoaufvjug3.cloudfront.net/yas.m3u8
Zee One (720p),https://536ec699.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/U2Ftc3VuZy1nYl9aZWVXb3JsZC0xX0hMUw/playlist.m3u8


美国SAMSUNG,#genre#
4UV (1080p),https://d3qg1liq0unuxm.cloudfront.net/4UV.m3u8
21 Jump Street (720p),https://d1oefjzrirx6fc.cloudfront.net/21_Jump_Street_SONO6.m3u8
60 Days In by A&E (720p),https://d2b8jic9gadlvy.cloudfront.net/v1/aenetworks_60daysin_1/samsungheadend_us/latest/main/hls/playlist.m3u8
ABC 20/20 (1080p),https://d4bq78o8d5tf5.cloudfront.net/ABC_2020.m3u8
ABC News Live (1080p) [Geo-blocked],https://pb-0n3n2ej0w8pl9.akamaized.net/ABCNewsLive_Disney.m3u8
ACC Digital Network (1080p),https://d53csymoczzde.cloudfront.net/ACC_Digital_Network.m3u8
AccuWeather NOW (1080p),https://d1gldweznovt26.cloudfront.net/Accuweather.m3u8
Acorn TV Mysteries (720p),https://d25ms2fshb3tcf.cloudfront.net/playlist.m3u8
AFV with Alfonso Ribeiro (1080p),https://d1o5yzickeowpa.cloudfront.net/playlist.m3u8
Alien Nation by DUST (1080p),https://dqi7ayt2o24fn.cloudfront.net/playlist.m3u8
All Babies Channel (720p),https://d390zi2w1jc4t4.cloudfront.net/master.m3u8
All Out Reality (1080p),https://d3kyucsyhwa3ht.cloudfront.net/All_Out_Reality.m3u8
All Reality We TV (720p) [Geo-blocked],https://pb-6pmy4e08w6rny.akamaized.net/playlist.m3u8
All Weddings We TV (720p) [Geo-blocked],https://pb-amiq9wz02dhco.akamaized.net/playlist.m3u8
ALLBLK Gems (720p),https://df1zke3zj042m.cloudfront.net/playlist.m3u8
Alone By History (720p),https://d3181anftsyl2u.cloudfront.net/v1/aenetworks_alone_1/samsungheadend_us/latest/main/hls/playlist.m3u8
Always Funny Videos (720p),https://d24l3uppudokci.cloudfront.net/playlist.m3u8
AMC en Español (720p) [Geo-blocked],https://pb-fmbyorn1d0n1n.akamaized.net/v1/amc_amcespanol_3/samsungheadend_us/latest/main/hls/playlist.m3u8
America’s Funniest Home Videos (1080p),https://d1mp1kdk5zi1ie.cloudfront.net/playlist.m3u8
America's Got Talent (720p),https://d1i40wgstaij6f.cloudfront.net/webvtt/v1/18584c3f3a2a4df8/88886062/master.m3u8
